nodes,weights,pair,hops,algorithm,cost,exact_cost,gap_pct,seconds,dimension
40,time,45,9,qpso cold,22.177330041396072,22.177330041396072,0.0,0.14611929999955464,39
40,time,45,9,qpso big,22.177330041396072,22.177330041396072,0.0,0.7260372000018833,39
40,time,45,9,pso,22.177330041396072,22.177330041396072,0.0,0.13323319999472005,39
40,time,45,9,ga,22.177330041396072,22.177330041396072,0.0,0.3609828999979072,39
40,time,46,9,dijkstra,19.62662132468561,19.62662132468561,0.0,0.0001990000018849969,0
40,time,46,9,qpso,19.62662132468561,19.62662132468561,0.0,0.16434229999867966,39
40,time,46,9,qpso cold,19.62662132468561,19.62662132468561,0.0,0.18049679999967339,39
40,time,46,9,qpso big,19.62662132468561,19.62662132468561,0.0,0.7436383000022033,39
40,time,46,9,pso,19.62662132468561,19.62662132468561,0.0,0.1169783000004827,39
40,time,46,9,ga,20.006783869128835,19.62662132468561,1.9369739607961611,0.38109289999556495,39
40,time,47,8,dijkstra,18.391323798353937,18.391323798353937,0.0,0.0002142000012099743,0
40,time,47,8,qpso,18.391323798353937,18.391323798353937,0.0,0.13081619999866234,26
40,time,47,8,qpso cold,18.391323798353937,18.391323798353937,0.0,0.12487270000565331,26
40,time,47,8,qpso big,18.391323798353937,18.391323798353937,0.0,0.5350547999987612,26
40,time,47,8,pso,18.391323798353937,18.391323798353937,0.0,0.10464400000637397,26
40,time,47,8,ga,20.1229560775949,18.391323798353937,9.415484704782083,0.332324900002277,26
40,time,48,9,dijkstra,19.9662641227756,19.9662641227756,0.0,0.0001235999952768907,0
40,time,48,9,qpso,21.947631644410716,19.9662641227756,9.923576636327093,0.0941716000015731,26
40,time,48,9,qpso cold,21.947631644410716,19.9662641227756,9.923576636327093,0.08178069999848958,26
40,time,48,9,qpso big,19.9662641227756,19.9662641227756,0.0,0.5656483999991906,26
40,time,48,9,pso,19.9662641227756,19.9662641227756,0.0,0.0974835000015446,26
40,time,48,9,ga,21.947631644410716,19.9662641227756,9.923576636327093,0.3662484000014956,26
40,time,49,7,dijkstra,19.566898206416987,19.566898206416987,0.0,0.00011300000187475234,0
40,time,49,7,qpso,19.566898206416987,19.566898206416987,0.0,0.10840759999700822,18
40,time,49,7,qpso cold,19.566898206416987,19.566898206416987,0.0,0.10637169999972684,18
40,time,49,7,qpso big,19.566898206416987,19.566898206416987,0.0,0.4518762000006973,18
40,time,49,7,pso,19.566898206416987,19.566898206416987,0.0,0.09235459999763407,18
40,time,49,7,ga,19.566898206416987,19.566898206416987,0.0,0.35598639999807347,18
80,time,0,12,dijkstra,15.276260510990973,15.276260510990973,0.0,0.00033960000291699544,0
80,time,0,12,qpso,15.425959913374518,15.276260510990973,0.9799479543821563,0.17318209999939427,62
80,time,0,12,qpso cold,15.600411808299167,15.276260510990973,2.121928315342449,0.3366978999983985,62
80,time,0,12,qpso big,16.42182631816999,15.276260510990973,7.498993659834525,1.135598500004562,62
80,time,0,12,pso,17.506240198400434,15.276260510990973,14.597680406176853,0.15407989999948768,62
80,time,0,12,ga,17.506240198400434,15.276260510990973,14.597680406176853,0.4226868999976432,62
80,time,1,9,dijkstra,13.43417422637096,13.43417422637096,0.0,0.00018219999765278772,0
80,time,1,9,qpso,13.532617177325344,13.43417422637096,0.7327800674279101,0.17391199999838136,45
80,time,1,9,qpso cold,16.858340433848568,13.43417422637096,25.488475508647586,0.11795350000465987,45
80,time,1,9,qpso big,13.532617177325344,13.43417422637096,0.7327800674279101,0.7382190999996965,45
80,time,1,9,pso,13.532617177325344,13.43417422637096,0.7327800674279101,0.1399156000043149,45
